AGENCY,STATION NAME,TYPE OF CHARGER,NO. OF PLUGS,ADDRESS,CITY,POSTCODE,BOROUGH,PUBLIC CHARGER?,FEE FOR CITY DRIVERS,LATITUDE,LONGITUDE,COMMUNITY DISTRICT,COUNCIL DISTRICT,CENSUS TRACT 2020,BIN,BBL,NEIGHBORHOOD TABULATION AREA (NTA) (2020)
DPR,NYC FLEET / DPRHIGHROCK#1,Level 2 Charger,1,191-249 Nevada Ave,Staten Island,10306,Staten Island,,,40.584008,-74.125528,502,50,181,5158050,5009520275,SI0203
DPR,NYC FLEET / DPRHIGHWAYP2-S1,EV Solar Arc Charger,1,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,,,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
DPR,NYC FLEET / DPRHIGHWAYP2-S2,EV Solar Arc Charger,1,2900 Flatbush Ave,Brooklyn,11234,Brooklyn,,,40.600248,-73.912051,318,46,666,3397327,3085900600,BK1891
DPR,NYC FLEET / DPRICAHNSTADIUM,Level 2 Charger,2,20 Randalls Is Rd,New York,10035,Manhattan,,,40.795535,-73.922671,111,8,240,1000000,1018190203,MN1191
DPR,NYC FLEET / DPRINWOODHLL-S1,EV Solar Arc Charger,1,600 W 218th St,New York,10034,Manhattan,,,40.872891,-73.918159,112,10,307,1065082,1022500058,MN1203
DPR,NYC FLEET / DPRINWOODHLL-S2,EV Solar Arc Charger,1,600 W 218th St,New York,10034,Manhattan,,,40.872891,-73.918159,112,10,307,1065082,1022500058,MN1203
DPR,NYC FLEET / DPRLITCHFLD1A-B,Level 2 Charger,2,95 Prospect Park West,Brooklyn,11215,Brooklyn,,,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
DPR,NYC FLEET / DPRLITCHFLD2A-B,Level 2 Charger,2,95 Prospect Park West,Brooklyn,11215,Brooklyn,,,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
DPR,NYC FLEET / DPRLITCHFLD3A-B,Level 2 Charger,2,95 Prospect Park West,Brooklyn,11215,Brooklyn,,,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
DPR,NYC FLEET / DPRLITCHFLD4A-B,Level 2 Charger,2,95 Prospect Park West,Brooklyn,11215,Brooklyn,,,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
DPR,NYC FLEET / DPRLITCHFLD5A-B,Level 2 Charger,2,95 Prospect Park West,Brooklyn,11215,Brooklyn,,,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
DPR,NYC FLEET / DPRLITCHFLD6A-B,Level 2 Charger,2,95 Prospect Park West,Brooklyn,11215,Brooklyn,,,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
DPR,NYC FLEET / DPRLITCHFLD7A-B,Level 2 Charger,2,95 Prospect Park West,Brooklyn,11215,Brooklyn,,,40.667391,-73.974508,355,39,177,3339260,3011170001,BK5591
DPR,NYC FLEET / DPRLYONSPL1A-B,Level 2 Charger,2,15 Murray Hulbert Ave,Staten Island,10301,Staten Island,,,40.636297,-74.073382,501,49,21,5155219,5004870100,SI0102
DPR,NYC FLEET / DPRLYONSPL2A-B,Level 2 Charger,2,2-6 Murray Hulbert Ave,Staten Island,10304,Staten Island,,,40.637675,-74.073719,501,49,21,,,SI0102
DPR,NYC FLEET / DPRLYONS-S1,EV Solar Arc Charger,1,405 Capodanno Blvd,Tompkinsville,10304,Staten Island,,,40.587755,-74.069261,502,50,7002,5145877,5034910116,SI0201
DPR,NYC FLEET / DPRMBLOT7-S1,EV Solar Arc Charger,1,829 Father Capodanno Blvd,Midland Beach,10305,Staten Island,,,40.575685,-74.083179,502,50,11201,5174902,5038327501,SI0202
DPR,NYC FLEET / DPRMBLOT7-S2,EV Solar Arc Charger,1,829 Father Capodanno Blvd,Midland Beach,10305,Staten Island,,,40.575685,-74.083179,502,50,11201,5174902,5038327501,SI0202
DPR,NYC FLEET / DPRMBLOT8_1_L3,Level 3 Fast Charger,1,920 Father Capodanno Blvd,Midland Beach,10305,Staten Island,NYC DC Fast Public Charging,No,40.575993,-74.082618,595,50,11201,,,SI0202
DPR,NYC FLEET / DPRMBLOT8_2_L3,Level 3 Fast Charger,1,920 Father Capodanno Blvd,Midland Beach,10305,Staten Island,NYC DC Fast Public Charging,No,40.575993,-74.082618,595,50,11201,,,SI0202
DPR,NYC FLEET / DPRMBLOT8-S1,EV Solar Arc Charger,1,Father Capodanno Blvd,Midland Beach,10305,Staten Island,,,,,,,,,,
DPR,NYC FLEET / DPRMBLOT8-S2,EV Solar Arc Charger,1,Father Capodanno Blvd,Midland Beach,10305,Staten Island,,,,,,,,,,
DPR,NYC FLEET / DPRMBLOT8-S3,EV Solar Arc Charger,1,Father Capodanno Blvd,Midland Beach,10305,Staten Island,,,,,,,,,,
DPR,NYC FLEET / DPRMILLPOND1&2,Level 2 Charger,2,Major Deegan Expy,West Bronx,10451,Bronx,,,,,,,,,,
DPR,NYC FLEET / DPRNMEADOW#1A-B,Level 2 Charger,2,97Th St Transverse,New York,10029,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRNMEADOW#2A-B,Level 2 Charger,2,97Th St Transverse,New York,10029,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPROAKRIDGE#1#2,Level 2 Charger,2,Forest Park Dr,Woodhaven,11421,Queens,,,,,,,,,,
DPR,NYC FLEET / DPROCBRZAC_1_L3,Level 3 Fast Charger,1,625 Father Capodanno Blvd,South Beach,10305,Staten Island,NYC DC Fast Public Charging,No,40.582243,-74.074594,502,50,7002,5164735,5033550001,SI0201
DPR,NYC FLEET / DPROCBRZAC_2_L3,Level 3 Fast Charger,1,625 Father Capodanno Blvd,South Beach,10305,Staten Island,NYC DC Fast Public Charging,No,40.582243,-74.074594,502,50,7002,5164735,5033550001,SI0201
DPR,NYC FLEET / DPROCEANBR#1A-B,Level 2 Charger,2,631-643 Father Capodanno Blvd,South Beach,10305,Staten Island,,,40.581606,-74.075187,502,50,7002,5170654,5033550001,SI0201
DPR,NYC FLEET / DPROCEANBR#2A-B,Level 2 Charger,2,631-643 Father Capodanno Blvd,South Beach,10305,Staten Island,,,40.581606,-74.075187,502,50,7002,5170654,5033550001,SI0201
DPR,NYC FLEET / DPROLMBRADDICK1,Level 2 Charger,1,8 Olmsted Dr,Corona,11368,Queens,,,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTD#10A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTD#11A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTD#12A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTD#13A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTD#14A-B,Level 2 Charger,2,8 Olmsted Dr,Corona,11368,Queens,,,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTD#15A-B,Level 2 Charger,2,8 Olmsted Dr,Corona,11368,Queens,,,40.752164,-73.84963,481,21,38302,4541448,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTD#16A-B,Level 2 Charger,2,6 Olmsted Dr,Corona,11368,Queens,,,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTD#17A-B,Level 2 Charger,2,6 Olmsted Dr,Corona,11368,Queens,,,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTD#18A-B,Level 2 Charger,2,6 Olmsted Dr,Corona,11368,Queens,,,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTED#1A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTED#2A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTED#3A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTED#4A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTED#5A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTED#6A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTED#7A-B,Level 2 Charger,2,117-2 Roosevelt Ave,Corona,11368,Queens,,,40.751876,-73.849331,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTED#8A-B,Level 2 Charger,2,6 Olmsted Dr,Corona,11368,Queens,,,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTED#9A-B,Level 2 Charger,2,6 Olmsted Dr,Corona,11368,Queens,,,40.752167,-73.849641,481,21,38302,4050124,4020180500,QN8191
DPR,NYC FLEET / DPROLMSTEDFOR#3,Level 2 Charger,1,12 Olmsted Dr,Corona,11368,Queens,,,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
DPR,NYC FLEET / DPROMSDFR#10#11,Level 2 Charger,2,12 Olmsted Dr,Corona,11368,Queens,,,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
DPR,NYC FLEET / DPROMSDFR#12#13,Level 2 Charger,2,12 Olmsted Dr,Corona,11368,Queens,,,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
DPR,NYC FLEET / DPROMSDFR#14#15,Level 2 Charger,2,12 Olmsted Dr,Corona,11368,Queens,,,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
DPR,NYC FLEET / DPROMSTDFOR#1#2,Level 2 Charger,2,12 Olmsted Dr,Corona,11368,Queens,,,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
DPR,NYC FLEET / DPROMSTDFOR#4#5,Level 2 Charger,2,12 Olmsted Dr,Corona,11368,Queens,,,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
DPR,NYC FLEET / DPROMSTDFOR#6#7,Level 2 Charger,2,12 Olmsted Dr,Corona,11368,Queens,,,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
DPR,NYC FLEET / DPROMSTDFOR#8#9,Level 2 Charger,2,12 Olmsted Dr,Corona,11368,Queens,,,40.752161,-73.849609,481,21,38302,4619884,4020180500,QN8191
DPR,NYC FLEET / DPROVERLOOK1A-B,Level 2 Charger,2,80-30 Park Ln,Kew Gardens,11415,Queens,,,40.710954,-73.835147,482,29,773,4442874,4033122000,QN0901
DPR,NYC FLEET / DPRPARADE1-2,Level 2 Charger,2,397 Coney Island Ave,Flatbush,11218,Brooklyn,,,40.649009,-73.971603,314,40,177,3256655,3050510001,BK5591
DPR,NYC FLEET / DPRPARADE3-4,Level 2 Charger,2,397 Coney Island Ave,Flatbush,11218,Brooklyn,,,40.649009,-73.971603,314,40,177,3256655,3050510001,BK5591
DPR,NYC FLEET / DPRPAYSONPLAY#1,Level 2 Charger,2,269 Dyckman St,New York,10034,Manhattan,,,40.866824,-73.928811,112,10,297,1000000,1022552000,MN1292
DPR,NYC FLEET / DPRPEPBURR-S1,EV Solar Arc Charger,1,2029 Burr Ave,Bronx,10461,Bronx,,,40.853828,-73.827513,210,13,300,2047778,2042490041,BX1003
DPR,NYC FLEET / DPRPEPBURR-S2,EV Solar Arc Charger,1,2029 Burr Ave,Middletown - Pelham Bay,10461,Bronx,,,40.853828,-73.827513,210,13,300,2047778,2042490041,BX1003
DPR,NYC FLEET / DPRPEPBURR-S3,EV Solar Arc Charger,1,2029 Burr Ave,Middletown - Pelham Bay,10461,Bronx,,,40.853828,-73.827513,210,13,300,2047778,2042490041,BX1003
DPR,NYC FLEET / DPRPRKOFAMER#1,Level 2 Charger,2,103-68 41st Ave,Corona,11368,Queens,,,40.74913,-73.861966,404,21,40501,,,QN0402
DPR,NYC FLEET / DPRPRSPCTYARDS1,EV Solar Arc Charger,1,48 West Dr,Brooklyn,11215,Brooklyn,,,40.664986999999996,-73.973384,355,39,177,3411717,3011170001,BK5591
DPR,NYC FLEET / DPRPRSPCTYARDS2,EV Solar Arc Charger,1,48 West Dr,Brooklyn,11215,Brooklyn,,,40.664986999999996,-73.973384,355,39,177,3411717,3011170001,BK5591
DPR,NYC FLEET / DPRQBLIC#1&2,Level 2 Charger,2,23-10 Queens Plaza S,Long Island City,11101,Queens,,,40.751136,-73.94204,402,26,1903,4005066,4004250005,QN0201
DPR,NYC FLEET / DPRQBLIC#3&4,Level 2 Charger,2,10Th Street And Queens Plaza South,Long Island City,11101,Queens,,,,,,,,,,
DPR,NYC FLEET / DPRQNSMSEUM#1#2,Level 2 Charger,2,Avenue Of The States,Corona,11368,Queens,,,,,,,,,,
DPR,NYC FLEET / DPRQNSSHOPS1A-B,Level 2 Charger,2,8298 88Th Pl,Flushing,11385,Queens,,,40.701474,-73.858238,405,32,639,,,QN0503
DPR,NYC FLEET / DPRQNSSHOPS2A-B,Level 2 Charger,2,8298 88Th Pl,Flushing,11385,Queens,,,40.701474,-73.858238,405,32,639,,,QN0503
DPR,NYC FLEET / DPRQNSSTHSE#1#2,Level 2 Charger,2,43 Flushing Meadows Corona Park Rd,Queens,11368,Queens,,,40.742377,-73.842157,481,21,38302,4000000,4020180001,QN8191
DPR,NYC FLEET / DPRQNSSTHSE#3#4,Level 2 Charger,2,43 Flushing Meadows Corona Park Rd,Queens,11368,Queens,,,40.742377,-73.842157,481,21,38302,4000000,4020180001,QN8191
DPR,NYC FLEET / DPRRANAQUA#1,Level 2 Charger,1,1 Bronx River Pkwy,Bronx,10462,Bronx,,,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
DPR,NYC FLEET / DPRRANAQUA#2,Level 2 Charger,1,1 Bronx River Pkwy,Bronx,10462,Bronx,,,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
DPR,NYC FLEET / DPRRANAQUA#3,Level 2 Charger,1,1 Bronx River Pkwy,Bronx,10462,Bronx,,,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
DPR,NYC FLEET / DPRRANAQUA#4,Level 2 Charger,2,1 Bronx River Pkwy,Bronx,10462,Bronx,,,40.847311,-73.870827,227,15,334,2101002,2043330001,BX2791
DPR,NYC FLEET / DPRRIVERSIDE-S1,EV Solar Arc Charger,1,Hudson River Greenway,New York,10025,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRRIVERSIDE-S2,EV Solar Arc Charger,1,Ny-9A,New York,10025,Manhattan,,,,,,,,,,
DPR,NYC FLEET / DPRRIVERSIDE-S3,EV Solar Arc Charger,1,223 Riverside Dr,New York,10025,Manhattan,,,40.795089,-73.976207,107,6,183,1034176,1012530004,MN0702
DPR,NYC FLEET / DPRRIVERSIDE-S4,EV Solar Arc Charger,1,223 Riverside Dr,New York,10025,Manhattan,,,40.795089,-73.976207,107,6,183,1034176,1012530004,MN0702
DPR,NYC FLEET / DPRROCKAWAY17ST,Level 2 Charger,2,16-25 Seagirt Blvd,Rockaway Park,11694,Queens,,,40.595127,-73.750371,414,31,101004,4299407,4156490001,QN1401
DPR,NYC FLEET / DPRROCKAWAY30,EV Solar Arc Charger,1,102 32 St,Rockaway Beach,11693,Queens,Solar Carport Charging,No,,,,,,,,
DPR,NYC FLEET / DPRROCKAWAY30B,EV Solar Arc Charger,1,1-09 Beach 30th St,Far Rockaway,11691,Queens,Solar Carport Charging,No,40.593116,-73.762539,414,31,99802,4000000,4158220048,QN1401
DPR,NYC FLEET / DPRROCKAWAY80S1,EV Solar Arc Charger,1,350 80 St,Queens,11693,Queens,,,,,,,,,,
DPR,NYC FLEET / DPRROCKAWAY80S2,EV Solar Arc Charger,1,350 80 St,Queens,11693,Queens,,,,,,,,,,
DPR,NYC FLEET / DPRROCKAWAY97S1,EV Solar Arc Charger,1,1 Beach 56th Pl,Queens,11692,Queens,,,40.590278,-73.786049,414,31,97202,,,QN1402
DPR,NYC FLEET / DPRROCKAWAY97S2,EV Solar Arc Charger,1,9111 Shore Front Pkwy,Queens,11693,Queens,,,40.584396,-73.813149,414,32,94203,,,QN1402
DPR,NYC FLEET / DPRROCKAWY86-S1,EV Solar Arc Charger,1,8601 Shore Front Pkwy,Far Rockaway,11691,Queens,,,40.584972,-73.810876,414,32,94203,4303674,4161500100,QN1402
DPR,NYC FLEET / DPRROCKAWY97-S1,EV Solar Arc Charger,1,9701 Shore Front Pkwy,Far Rockaway,11694,Queens,,,40.583177,-73.817764,414,32,94201,4549352,4161890050,QN1402
DPR,NYC FLEET / DPRSBLOT4-S1,EV Solar Arc Charger,1,405 Father Capodanno Blvd,South Beach,10305,Staten Island,,,40.587755,-74.069261,502,50,7002,5145877,5034910116,SI0201
DPR,NYC FLEET / DPRSBLOT4-S2,EV Solar Arc Charger,1,405 Father Capodanno Blvd,South Beach,10305,Staten Island,,,40.587755,-74.069261,502,50,7002,5145877,5034910116,SI0201
DPR,NYC FLEET / DPRSID1HDQT#1#2,Level 2 Charger,2,1150 Clove Rd,Staten Island,10301,Staten Island,,,40.618239,-74.105161,501,49,147,5112426,5003190001,SI0105
DPR,NYC FLEET / DPRSIFRSTRY#3#4,Level 2 Charger,2,21 Slosson Ave,Staten Island,10314,Staten Island,,,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
DPR,NYC FLEET / DPRSIFRSTRY#5#6,Level 2 Charger,2,21-51 Slosson Ave,Castleton Corners,10314,Staten Island,,,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
DPR,NYC FLEET / DPRSIFRSTRY#7#8,Level 2 Charger,2,21 Slosson Ave,Castleton Corners,10314,Staten Island,,,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
DPR,NYC FLEET / DPRSIFRSTRY9&10,Level 2 Charger,2,21 Slosson Ave,Staten Island,10314,Staten Island,,,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
DPR,NYC FLEET / DPRSISHOPS#1#2,Level 2 Charger,2,21 Slosson Ave,Staten Island,10314,Staten Island,,,40.62089,-74.119394,501,49,147,5112422,5003190001,SI0105
DPR,NYC FLEET / DPRSLTENNIS-S1,EV Solar Arc Charger,1,42 Revere St,Silver Lake,10301,Staten Island,,,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
DPR,NYC FLEET / DPRSLTENNIS-S2,EV Solar Arc Charger,1,42 Revere St,Silver Lake,10301,Staten Island,,,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
DPR,NYC FLEET / DPRSLVRLAKE1A-B,Level 2 Charger,2,42 Revere St,Staten Island,10301,Staten Island,,,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
DPR,NYC FLEET / DPRSLVRLAKE1-CP,Level 2 Charger,1,42 Revere St,Staten Island,10301,Staten Island,,,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
DPR,NYC FLEET / DPRSLVRLAKE2A-B,Level 2 Charger,2,42 Revere St,Staten Island,10301,Staten Island,,,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
DPR,NYC FLEET / DPRSLVRLAKE3A-B,Level 2 Charger,2,42 Revere St,Staten Island,10301,Staten Island,,,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
DPR,NYC FLEET / DPRSLVRLAKE4A-B,Level 2 Charger,2,42 Revere St,Staten Island,10301,Staten Island,,,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
DPR,NYC FLEET / DPRSLVRLAKE5A-B,Level 2 Charger,2,42 Revere St,Staten Island,10301,Staten Island,,,40.62852,-74.100238,501,49,5901,5156178,5002390001,SI0104
DPR,NYC FLEET / DPRSOUNDVIEW_#1,Level 2 Charger,1,1550 Lafayette Ave,Clason Point,10473,Bronx,,,40.819343,-73.878396,209,18,24,2125611,2035430001,BX0991
DPR,NYC FLEET / DPRSOUTHBEACH#1,Level 2 Charger,2,375 Sand Ln,Staten Island,10305,Staten Island,,,40.59048,-74.06675,502,50,74,5174859,5031227501,SI0201
DPR,NYC FLEET / DPRTOTTENBLG203,Level 2 Charger,1,208 Totten Ave,Bayside,11359,Queens,,,40.792442,-73.777563,407,19,999,4539849,4059170001,QN0761
DPR,NYC FLEET / DPRTOTTENBLG431,Level 2 Charger,2,431 Walter Reed Rd,Bayside,11359,Queens,,,40.794148,-73.775415,407,19,999,4539884,4059170001,QN0761
DPR,NYC FLEET / DPRWFMARINA#1#2,Level 2 Charger,2,1 Flushing Bay Promenade,East Elmhurst,11369,Queens,,,,,,,,,,
DPR,NYC FLEET / DPRWFMARINA-S2,EV Solar Arc Charger,1,1 Marina Rd,Queens,11368,Queens,Solar Carport Charging,No,40.760974,-73.857649,403,21,38302,,,QN8191
DPR,NYC FLEET / DPRWFMARINA-S3,EV Solar Arc Charger,1,109-5 Marina Rd,Queens,11368,Queens,Solar Carport Charging,No,,,,,,,,
DPR,NYC FLEET / DPRWFMARNA_1_L3,Level 3 Fast Charger,1,109-5 Marina Rd,Corona,11368,Queens,NYC DC Fast Public Charging,No,,,,,,,,
DPR,NYC FLEET / DPRWFMARNA_2_L3,Level 3 Fast Charger,1,109-5 Marina Rd,Queens,11368,Queens,NYC DC Fast Public Charging,No,,,,,,,,
DPR,NYC FLEET / DPRWFMARNA_3_L3,Level 3 Fast Charger,1,109-5 Marina Rd,Queens,11368,Queens,NYC DC Fast Public Charging,No,,,,,,,,
DPR,NYC FLEET / DPRWFMARNA_4_L3,Level 3 Fast Charger,1,109-5 Marina Rd,Queens,11368,Queens,NYC DC Fast Public Charging,No,,,,,,,,
DPR,NYC FLEET / DPRWFMARNA_5_L3,Level 3 Fast Charger,1,109-5 Marina Rd,Queens,11368,Queens,NYC DC Fast Public Charging,No,,,,,,,,
DSNY,NYC FLEET / DSNY_BK01-1,Level 2 Charger,2,161 Varick Ave,East Williamsburg,11237,Brooklyn,,,40.711118,-73.928548,301,34,44902,3400387,3029620001,BK0104
DSNY,NYC FLEET / DSNY_BK01-DCFC1,Level 3 Fast Charger,1,161 Varick Ave,East Williamsburg,11237,Brooklyn,,,40.711118,-73.928548,301,34,44902,3400387,3029620001,BK0104
DSNY,NYC FLEET / DSNY_BK02,Level 2 Charger,2,52-35 58th St,Queens,11377,Queens,,,40.734882999999996,-73.909957,402,26,243,4462505,4023610268,QN0203
DSNY,NYC FLEET / DSNY_BK03-1,Level 2 Charger,2,525 Johnson Ave,Brooklyn,11237,Brooklyn,,,40.708726,-73.926318,301,34,44902,3070584,3029870016,BK0104
DSNY,NYC FLEET / DSNY_BK04-1,Level 2 Charger,2,161 Varick Ave,East Williamsburg,11237,Brooklyn,,,40.711118,-73.928548,301,34,44902,3400387,3029620001,BK0104
DSNY,NYC FLEET / DSNY_BK04-2,Level 2 Charger,2,161 Varick Ave,East Williamsburg,11237,Brooklyn,,,40.711118,-73.928548,301,34,44902,3400387,3029620001,BK0104
DSNY,NYC FLEET / DSNY_BK05-1,Level 2 Charger,2,606 Milford Street,East New York,11208,Brooklyn,,,40.660832,-73.8697,305,42,1078,3099068,3045620001,BK0503
DSNY,NYC FLEET / DSNY_BK06-1,Level 2 Charger,1,127 2Nd Ave,Brooklyn,11215,Brooklyn,,,40.671308,-73.994452,306,38,117,3022747,3010200001,BK0601
DSNY,NYC FLEET / DSNY_BK06-2,Level 2 Charger,2,127 2nd Ave,Gowanus,11215,Brooklyn,,,40.671308,-73.994452,306,38,117,3022747,3010200001,BK0601
DSNY,NYC FLEET / DSNY_BK06A,Level 2 Charger,2,1595 Washington Ave,Bronx,10457,Bronx,,,40.839498,-73.90231,203,15,167,2009477,2029040034,BX0302
DSNY,NYC FLEET / DSNY_BK07-1,Level 2 Charger,2,5100 1St Ave,Sunset Park,11232,Brooklyn,,,40.649977,-74.02012,307,38,1803,3000000,3007250200,BK0702
DSNY,NYC FLEET / DSNY_BK08-1,Level 2 Charger,2,1755 Pacific St,Crown Heights,11213,Brooklyn,,,40.67669,-73.931938,308,36,309,3330693,3013360018,BK0802
DSNY,NYC FLEET / DSNY_BK09-1,Level 2 Charger,2,690 New York Ave,Prospect Lefferts Gardens,11203,Brooklyn,,,40.657155,-73.947351,309,40,804,3327687,3048270039,BK0902
DSNY,NYC FLEET / DSNY_BK10-1,Level 2 Charger,2,5100 1St Ave,Brooklyn,11232,Brooklyn,,,40.649977,-74.02012,307,38,1803,3000000,3007250200,BK0702
DSNY,NYC FLEET / DSNY_BK11-1,Level 2 Charger,2,1824 Shore Parkway,Brooklyn,11214,Brooklyn,,,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
DSNY,NYC FLEET / DSNY_BK11-S1,EV Solar Arc Charger,1,1824 Shore Pkwy,Brooklyn,11214,Brooklyn,,,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
DSNY,NYC FLEET / DSNY_BK11-S2,EV Solar Arc Charger,1,1824 Shore Pkwy,Brooklyn,11214,Brooklyn,,,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
DSNY,NYC FLEET / DSNY_BK11-S3,EV Solar Arc Charger,1,1824 Shore Pkwy,Brooklyn,11214,Brooklyn,,,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
DSNY,NYC FLEET / DSNY_BK11-S4,EV Solar Arc Charger,1,1824 Shore Pkwy,Brooklyn,11214,Brooklyn,,,40.591314,-73.994488,311,47,304,3378180,3069430030,BK1103
DSNY,NYC FLEET / DSNY_BK12-S1,EV Solar Arc Charger,1,5602 19th Ave,Mapleton,11204,Brooklyn,,,40.622889,-73.982824,312,44,468,3328495,3054940089,BK1204
DSNY,NYC FLEET / DSNY_BK12-S2,EV Solar Arc Charger,1,5602 19th Ave,Mapleton,11204,Brooklyn,,,40.622889,-73.982824,312,44,468,3328495,3054940089,BK1204
DSNY,NYC FLEET / DSNY_BK13_S1,EV Solar Arc Charger,1,2012 Neptune Ave,Brooklyn,11224,Brooklyn,,,40.578665,-73.987588,313,47,326,3387557,3070180007,BK1302
DSNY,NYC FLEET / DSNY_BK14-1,Level 2 Charger,2,1397 Ralph Ave,Canarsie,11236,Brooklyn,,,40.642674,-73.919717,318,42,960,3221978,3079180145,BK1803
DSNY,NYC FLEET / DSNY_BK15A-1,Level 2 Charger,2,2501 Knapp St,Brooklyn,11235,Brooklyn,,,40.592214,-73.932546,315,46,628,3414032,3088350001,BK1503
DSNY,NYC FLEET / DSNY_BK16-DCFC1,Level 3 Fast Charger,1,50 Wortman Ave,Brooklyn,11207,Brooklyn,,,40.654488,-73.890676,305,42,1104,3097871,3043880001,BK0503
DSNY,NYC FLEET / DSNY_BK16-DCFC2,Level 3 Fast Charger,1,50-72 Wortman Ave,Brooklyn,11207,Brooklyn,,,40.654488,-73.890676,305,42,1104,3097871,3043880001,BK0503
DSNY,NYC FLEET / DSNY_BK17-1,Level 2 Charger,1,10502 Avenue D,Brooklyn,11236,Brooklyn,,,40.653831,-73.901511,318,42,1098,3256921,3081380001,BK0503
